"Parámetro","Fecha","Hora","Valor","Unidad"
"DV","2019-12-17","1:00 - 2:00","358","°A"
"DV","2019-12-17","2:00 - 3:00","13","°A"
"DV","2019-12-17","3:00 - 4:00","347","°A"
"DV","2019-12-17","4:00 - 5:00","15","°A"
"DV","2019-12-17","5:00 - 6:00","15","°A"
"DV","2019-12-17","7:00 - 8:00","29","°A"
"DV","2019-12-17","8:00 - 9:00","39","°A"
"DV","2019-12-17","9:00 - 10:00","39","°A"
"DV","2019-12-17","10:00 - 11:00","33","°A"
"DV","2019-12-17","11:00 - 12:00","36","°A"
"DV","2019-12-17","12:00 - 13:00","36","°A"
"DV","2019-12-17","13:00 - 14:00","34","°A"
"DV","2019-12-17","14:00 - 15:00","25","°A"
"DV","2019-12-17","15:00 - 16:00","43","°A"
"DV","2019-12-17","16:00 - 17:00","44","°A"
"DV","2019-12-17","17:00 - 18:00","45","°A"
"DV","2019-12-17","18:00 - 19:00","45","°A"
"DV","2019-12-17","19:00 - 20:00","42","°A"
"DV","2019-12-17","20:00 - 21:00","42","°A"
"DV","2019-12-17","21:00 - 22:00","27","°A"
"DV","2019-12-17","22:00 - 23:00","10","°A"
"DV","2019-12-18","23:00 - 0:00","3","°A"
"DV","2019-12-18","0:00 - 1:00","15","°A"
"DV","2019-12-18","1:00 - 2:00","10","°A"
"DV","2019-12-18","2:00 - 3:00","356","°A"
"DV","2019-12-18","3:00 - 4:00","44","°A"
"DV","2019-12-18","4:00 - 5:00","20","°A"
"DV","2019-12-18","5:00 - 6:00","10","°A"
"DV","2019-12-18","6:00 - 7:00","17","°A"
"DV","2019-12-18","7:00 - 8:00","13","°A"
"DV","2019-12-18","8:00 - 9:00","37","°A"
"DV","2019-12-18","9:00 - 10:00","32","°A"
"DV","2019-12-18","10:00 - 11:00","30","°A"
"DV","2019-12-18","11:00 - 12:00","29","°A"
"DV","2019-12-18","12:00 - 13:00","40","°A"
"DV","2019-12-18","13:00 - 14:00","35","°A"
"DV","2019-12-18","14:00 - 15:00","17","°A"
"DV","2019-12-18","15:00 - 16:00","33","°A"
"DV","2019-12-18","16:00 - 17:00","348","°A"
"DV","2019-12-18","17:00 - 18:00","12","°A"
"DV","2019-12-18","18:00 - 19:00","353","°A"
"DV","2019-12-18","19:00 - 20:00","24","°A"
"DV","2019-12-18","20:00 - 21:00","24","°A"
"DV","2019-12-18","21:00 - 22:00","23","°A"
"DV","2019-12-18","22:00 - 23:00","20","°A"
"DV","2019-12-19","23:00 - 0:00","15","°A"
"DV","2019-12-19","0:00 - 1:00","35","°A"
"DV","2019-12-19","1:00 - 2:00","40","°A"
"DV","2019-12-19","2:00 - 3:00","26","°A"
"DV","2019-12-19","3:00 - 4:00","37","°A"
"DV","2019-12-19","4:00 - 5:00","32","°A"
"DV","2019-12-19","5:00 - 6:00","39","°A"
