"Parámetro","Fecha","Hora","Valor","Unidad"
"O3","2019-01-17","13:00 - 14:00","0.046","ppm"
"O3","2019-01-17","14:00 - 15:00","0.051","ppm"
"O3","2019-01-17","15:00 - 16:00","0.056","ppm"
"O3","2019-01-17","16:00 - 17:00","0.053","ppm"
"O3","2019-01-17","17:00 - 18:00","0.047","ppm"
"O3","2019-01-17","18:00 - 19:00","0.039","ppm"
"O3","2019-01-17","19:00 - 20:00","0.031","ppm"
"O3","2019-01-17","20:00 - 21:00","0.022","ppm"
"O3","2019-01-17","21:00 - 22:00","0.020","ppm"
"O3","2019-01-17","22:00 - 23:00","0.016","ppm"
"O3","2019-01-18","23:00 - 0:00","0.010","ppm"
"O3","2019-01-18","0:00 - 1:00","0.005","ppm"
"O3","2019-01-18","1:00 - 2:00","0.006","ppm"
"O3","2019-01-18","2:00 - 3:00","0.007","ppm"
"O3","2019-01-18","3:00 - 4:00","0.005","ppm"
"O3","2019-01-18","4:00 - 5:00","0.006","ppm"
"O3","2019-01-18","5:00 - 6:00","0.006","ppm"
"O3","2019-01-18","6:00 - 7:00","0.005","ppm"
"O3","2019-01-18","7:00 - 8:00","0.006","ppm"
"O3","2019-01-18","8:00 - 9:00","0.006","ppm"
"O3","2019-01-18","9:00 - 10:00","0.017","ppm"
"O3","2019-01-18","10:00 - 11:00","0.028","ppm"
"O3","2019-01-18","11:00 - 12:00","0.044","ppm"
"O3","2019-01-18","12:00 - 13:00","0.052","ppm"
"O3","2019-01-18","13:00 - 14:00","0.062","ppm"
"O3","2019-01-18","14:00 - 15:00","0.072","ppm"
"O3","2019-01-18","15:00 - 16:00","0.067","ppm"
"O3","2019-01-18","16:00 - 17:00","0.059","ppm"
"O3","2019-01-18","17:00 - 18:00","0.042","ppm"
"O3","2019-01-18","18:00 - 19:00","0.026","ppm"
"O3","2019-01-18","19:00 - 20:00","0.020","ppm"
"O3","2019-01-18","20:00 - 21:00","0.018","ppm"
"O3","2019-01-18","21:00 - 22:00","0.013","ppm"
"O3","2019-01-18","22:00 - 23:00","0.010","ppm"
"O3","2019-01-19","23:00 - 0:00","0.010","ppm"
"O3","2019-01-19","4:00 - 5:00","0.006","ppm"
"O3","2019-01-19","5:00 - 6:00","0.005","ppm"
"O3","2019-01-19","6:00 - 7:00","0.005","ppm"
"O3","2019-01-19","7:00 - 8:00","0.005","ppm"
"O3","2019-01-19","8:00 - 9:00","0.005","ppm"
"O3","2019-01-19","9:00 - 10:00","0.007","ppm"
"O3","2019-01-19","10:00 - 11:00","0.013","ppm"
"O3","2019-01-19","11:00 - 12:00","0.026","ppm"
"O3","2019-01-19","12:00 - 13:00","0.041","ppm"
"O3","2019-01-19","13:00 - 14:00","0.045","ppm"
"O3","2019-01-19","14:00 - 15:00","0.044","ppm"
"O3","2019-01-19","15:00 - 16:00","0.046","ppm"
"O3","2019-01-19","16:00 - 17:00","0.052","ppm"
"O3","2019-01-19","17:00 - 18:00","0.046","ppm"
"O3","2019-01-19","18:00 - 19:00","0.023","ppm"
"O3","2019-01-19","19:00 - 20:00","0.021","ppm"
"O3","2019-01-19","20:00 - 21:00","0.021","ppm"
"O3","2019-01-19","21:00 - 22:00","0.022","ppm"
"O3","2019-01-19","22:00 - 23:00","0.015","ppm"
"O3","2019-01-20","23:00 - 0:00","0.007","ppm"
"O3","2019-01-20","0:00 - 1:00","0.023","ppm"
"O3","2019-01-20","1:00 - 2:00","0.018","ppm"
"O3","2019-01-20","2:00 - 3:00","0.014","ppm"
"O3","2019-01-20","3:00 - 4:00","0.014","ppm"
"O3","2019-01-20","4:00 - 5:00","0.017","ppm"
"O3","2019-01-20","5:00 - 6:00","0.015","ppm"
"O3","2019-01-20","6:00 - 7:00","0.017","ppm"
"O3","2019-01-20","7:00 - 8:00","0.015","ppm"
"O3","2019-01-20","8:00 - 9:00","0.011","ppm"
"O3","2019-01-20","9:00 - 10:00","0.017","ppm"
"O3","2019-01-20","10:00 - 11:00","0.017","ppm"
"O3","2019-01-20","11:00 - 12:00","0.035","ppm"
"O3","2019-01-20","12:00 - 13:00","0.042","ppm"
"O3","2019-01-20","13:00 - 14:00","0.048","ppm"
"O3","2019-01-20","14:00 - 15:00","0.048","ppm"
"O3","2019-01-20","15:00 - 16:00","0.056","ppm"
"O3","2019-01-20","16:00 - 17:00","0.055","ppm"
"O3","2019-01-20","17:00 - 18:00","0.046","ppm"
"O3","2019-01-20","18:00 - 19:00","0.038","ppm"
"O3","2019-01-20","21:00 - 22:00","0.020","ppm"
"O3","2019-01-20","22:00 - 23:00","0.006","ppm"
"O3","2019-01-21","23:00 - 0:00","0.006","ppm"
"O3","2019-01-21","0:00 - 1:00","0.005","ppm"
"O3","2019-01-21","1:00 - 2:00","0.005","ppm"
"O3","2019-01-21","2:00 - 3:00","0.005","ppm"
