Hora,CO_M,NO2_M,NOx_M,SO2_M,O3_M,TMP_M,DV_M,VV_M,HR_M,CO_P,NO2_P,NOx_P,SO2_P,O3_P,TMP_P,DV_P,VV_P,HR_P,CO_T,NO2_T,NOx_T,SO2_T,O3_T,TMP_T,DV_T,VV_T,HR_T,CO_X,NO2_X,NOx_X,SO2_X,O3_X,TMP_X,DV_X,VV_X,HR_X
10:00 - 11:00,"(1.161, 1.333]","(0.0428, 0.0477]","(0.0729, 0.0891]","(0.0119, 0.0173]","(0.0195, 0.0257]","(11.211, 12.233]","(60.0, 80.0]","(5.389, 6.461]","(70.278, 75.222]","(1.05, 1.156]","(0.0423, 0.0462]","(0.0686, 0.0776]","(0.00811, 0.0117]","(0.0232, 0.0302]","(12.4, 13.367]","(19.944, 39.889]","(4.933, 5.978]","(63.889, 68.111]","(1.089, 1.311]","(0.0559, 0.0608]","(0.13, 0.147]","(0.0139, 0.0203]","(0.0163, 0.0214]","(14.022, 15.111]","(100.722, 120.667]","(4.017, 5.156]","(52.833, 57.0]","(1.456, 1.744]","(0.039, 0.0445]","(0.0788, 0.102]","(0.0133, 0.0171]","(0.0187, 0.0232]","(11.389, 12.367]","(60.833, 80.778]","(6.089, 7.561]","(63.056, 67.444]"
11:00 - 12:00,"(0.989, 1.161]","(0.0332, 0.038]","(0.0404, 0.0567]","(0.00644, 0.0119]","(0.038, 0.0442]","(14.278, 15.3]","(100.0, 120.0]","(7.533, 8.606]","(50.5, 55.444]","(0.733, 0.839]","(0.0308, 0.0347]","(0.0418, 0.0507]","(0.00456, 0.00811]","(0.0443, 0.0514]","(15.3, 16.267]","(59.833, 79.778]","(4.933, 5.978]","(47.0, 51.222]","(0.867, 1.089]","(0.0363, 0.0412]","(0.0607, 0.0779]","(0.00744, 0.0139]","(0.0317, 0.0368]","(15.111, 16.2]","(120.667, 140.611]","(6.294, 7.433]","(40.333, 44.5]","(0.878, 1.167]","(0.028, 0.0335]","(0.0323, 0.0556]","(0.00956, 0.0133]","(0.0369, 0.0414]","(14.322, 15.3]","(60.833, 80.778]","(4.617, 6.089]","(41.111, 45.5]"
12:00 - 13:00,"(0.644, 0.817]","(0.0235, 0.0283]","(0.0242, 0.0404]","(0.00644, 0.0119]","(0.0503, 0.0565]","(16.322, 17.344]","(80.0, 100.0]","(6.461, 7.533]","(35.667, 40.611]","(0.628, 0.733]","(0.027, 0.0308]","(0.0328, 0.0418]","(0.00456, 0.00811]","(0.0584, 0.0655]","(16.267, 17.233]","(19.944, 39.889]","(4.933, 5.978]","(42.778, 47.0]","(0.422, 0.644]","(0.0217, 0.0266]","(0.0262, 0.0434]","(0.000884, 0.00744]","(0.0419, 0.047]","(16.2, 17.289]","(120.667, 140.611]","(7.433, 8.572]","(32.0, 36.167]","(0.878, 1.167]","(0.0225, 0.028]","(0.0323, 0.0556]","(0.00578, 0.00956]","(0.046, 0.0506]","(16.278, 17.256]","(100.722, 120.667]","(4.617, 6.089]","(32.333, 36.722]"
14:00 - 15:00,"(0.989, 1.161]","(0.038, 0.0428]","(0.0404, 0.0567]","(0.000902, 0.00644]","(0.075, 0.0812]","(20.411, 21.433]","(180.0, 200.0]","(6.461, 7.533]","(25.778, 30.722]","(0.628, 0.733]","(0.027, 0.0308]","(0.0328, 0.0418]","(0.00456, 0.00811]","(0.0796, 0.0867]","(18.2, 19.167]","(39.889, 59.833]","(2.844, 3.889]","(30.111, 34.333]","(0.422, 0.644]","(0.0266, 0.0314]","(0.0262, 0.0434]","(0.000884, 0.00744]","(0.0623, 0.0674]","(19.467, 20.556]","(100.722, 120.667]","(2.878, 4.017]","(23.667, 27.833]","(0.589, 0.878]","(0.0225, 0.028]","(0.00858, 0.0323]","(0.00193, 0.00578]","(0.0597, 0.0642]","(20.189, 21.167]","(120.667, 140.611]","(4.617, 6.089]","(23.556, 27.944]"
15:00 - 16:00,"(0.989, 1.161]","(0.0332, 0.038]","(0.0242, 0.0404]","(0.000902, 0.00644]","(0.0627, 0.0688]","(20.411, 21.433]","(140.0, 160.0]","(7.533, 8.606]","(20.833, 25.778]","(0.628, 0.733]","(0.0308, 0.0347]","(0.0328, 0.0418]","(0.00456, 0.00811]","(0.0796, 0.0867]","(19.167, 20.133]","(59.833, 79.778]","(3.889, 4.933]","(30.111, 34.333]","(0.867, 1.089]","(0.0363, 0.0412]","(0.0262, 0.0434]","(0.000884, 0.00744]","(0.0674, 0.0726]","(19.467, 20.556]","(120.667, 140.611]","(5.156, 6.294]","(23.667, 27.833]","(0.589, 0.878]","(0.028, 0.0335]","(0.0323, 0.0556]","(0.00193, 0.00578]","(0.0551, 0.0597]","(20.189, 21.167]","(120.667, 140.611]","(6.089, 7.561]","(19.167, 23.556]"
16:00 - 17:00,"(0.472, 0.644]","(0.0187, 0.0235]","(0.00771, 0.0242]","(0.000902, 0.00644]","(0.0503, 0.0565]","(20.411, 21.433]","(120.0, 140.0]","(10.75, 11.822]","(15.889, 20.833]","(0.311, 0.417]","(0.0155, 0.0193]","(0.0149, 0.0239]","(0.000936, 0.00456]","(0.0584, 0.0655]","(20.133, 21.1]","(-0.359, 19.944]","(4.933, 5.978]","(17.444, 21.667]","(0.644, 0.867]","(0.0363, 0.0412]","(0.0434, 0.0607]","(0.000884, 0.00744]","(0.0572, 0.0623]","(19.467, 20.556]","(140.611, 160.556]","(5.156, 6.294]","(19.5, 23.667]","(0.589, 0.878]","(0.0225, 0.028]","(0.0323, 0.0556]","(0.00193, 0.00578]","(0.0369, 0.0414]","(19.211, 20.189]","(120.667, 140.611]","(19.339, 20.811]","(19.167, 23.556]"
17:00 - 18:00,"(0.644, 0.817]","(0.0235, 0.0283]","(0.0242, 0.0404]","(0.000902, 0.00644]","(0.038, 0.0442]","(19.389, 20.411]","(100.0, 120.0]","(10.75, 11.822]","(20.833, 25.778]","(0.522, 0.628]","(0.0308, 0.0347]","(0.0328, 0.0418]","(0.000936, 0.00456]","(0.0514, 0.0584]","(20.133, 21.1]","(319.111, 339.056]","(4.933, 5.978]","(21.667, 25.889]","(1.311, 1.533]","(0.0461, 0.051]","(0.0434, 0.0607]","(0.000884, 0.00744]","(0.0317, 0.0368]","(19.467, 20.556]","(100.722, 120.667]","(5.156, 6.294]","(19.5, 23.667]","(0.589, 0.878]","(0.028, 0.0335]","(0.0323, 0.0556]","(0.00193, 0.00578]","(0.0323, 0.0369]","(18.233, 19.211]","(120.667, 140.611]","(11.978, 13.45]","(19.167, 23.556]"
18:00 - 19:00,"(0.817, 0.989]","(0.038, 0.0428]","(0.0404, 0.0567]","(0.000902, 0.00644]","(0.0195, 0.0257]","(17.344, 18.367]","(100.0, 120.0]","(8.606, 9.678]","(25.778, 30.722]","(0.628, 0.733]","(0.0385, 0.0423]","(0.0418, 0.0507]","(0.000936, 0.00456]","(0.0232, 0.0302]","(18.2, 19.167]","(299.167, 319.111]","(7.022, 8.067]","(25.889, 30.111]","(1.756, 1.978]","(0.0608, 0.0657]","(0.0779, 0.0951]","(0.000884, 0.00744]","(0.00611, 0.0112]","(17.289, 18.378]","(80.778, 100.722]","(6.294, 7.433]","(19.5, 23.667]","(0.878, 1.167]","(0.039, 0.0445]","(0.0556, 0.0788]","(0.00193, 0.00578]","(0.0232, 0.0278]","(17.256, 18.233]","(120.667, 140.611]","(6.089, 7.561]","(27.944, 32.333]"
19:00 - 20:00,"(1.161, 1.333]","(0.0525, 0.0573]","(0.0567, 0.0729]","(0.000902, 0.00644]","(0.00717, 0.0133]","(16.322, 17.344]","(100.0, 120.0]","(6.461, 7.533]","(30.722, 35.667]","(0.628, 0.733]","(0.0347, 0.0385]","(0.0328, 0.0418]","(0.000936, 0.00456]","(0.0232, 0.0302]","(15.3, 16.267]","(239.333, 259.278]","(5.978, 7.022]","(38.556, 42.778]","(1.978, 2.2]","(0.0608, 0.0657]","(0.0607, 0.0779]","(0.000884, 0.00744]","(0.00611, 0.0112]","(16.2, 17.289]","(100.722, 120.667]","(7.433, 8.572]","(27.833, 32.0]","(0.878, 1.167]","(0.0445, 0.05]","(0.0556, 0.0788]","(0.00193, 0.00578]","(0.0187, 0.0232]","(15.3, 16.278]","(80.778, 100.722]","(3.144, 4.617]","(32.333, 36.722]"
20:00 - 21:00,"(1.161, 1.333]","(0.0525, 0.0573]","(0.0729, 0.0891]","(0.000902, 0.00644]","(0.000889, 0.00717]","(15.3, 16.322]","(140.0, 160.0]","(4.317, 5.389]","(30.722, 35.667]","(0.311, 0.417]","(0.0232, 0.027]","(0.0239, 0.0328]","(0.000936, 0.00456]","(0.0302, 0.0373]","(14.333, 15.3]","(199.444, 219.389]","(8.067, 9.111]","(25.889, 30.111]","(1.089, 1.311]","(0.0608, 0.0657]","(0.0779, 0.0951]","(0.000884, 0.00744]","(0.000908, 0.00611]","(15.111, 16.2]","(120.667, 140.611]","(4.017, 5.156]","(27.833, 32.0]","(1.456, 1.744]","(0.05, 0.0555]","(0.102, 0.125]","(0.00578, 0.00956]","(0.00956, 0.0141]","(14.322, 15.3]","(40.889, 60.833]","(7.561, 9.033]","(32.333, 36.722]"
21:00 - 22:00,"(1.85, 2.022]","(0.0525, 0.0573]","(0.154, 0.17]","(0.000902, 0.00644]","(0.000889, 0.00717]","(14.278, 15.3]","(140.0, 160.0]","(2.172, 3.244]","(30.722, 35.667]","(0.417, 0.522]","(0.027, 0.0308]","(0.0239, 0.0328]","(0.000936, 0.00456]","(0.0161, 0.0232]","(12.4, 13.367]","(259.278, 279.222]","(4.933, 5.978]","(21.667, 25.889]","(1.533, 1.756]","(0.051, 0.0559]","(0.112, 0.13]","(0.000884, 0.00744]","(0.000908, 0.00611]","(12.933, 14.022]","(260.278, 280.222]","(4.017, 5.156]","(32.0, 36.167]","(1.456, 1.744]","(0.0555, 0.061]","(0.102, 0.125]","(0.00193, 0.00578]","(0.00492, 0.00956]","(13.344, 14.322]","(20.944, 40.889]","(6.089, 7.561]","(36.722, 41.111]"
22:00 - 23:00,"(2.367, 2.539]","(0.0525, 0.0573]","(0.203, 0.219]","(0.00644, 0.0119]","(0.000889, 0.00717]","(13.256, 14.278]","(240.0, 260.0]","(2.172, 3.244]","(35.667, 40.611]","(0.628, 0.733]","(0.0385, 0.0423]","(0.0597, 0.0686]","(0.000936, 0.00456]","(0.00187, 0.00906]","(10.467, 11.433]","(219.389, 239.333]","(5.978, 7.022]","(30.111, 34.333]","(0.867, 1.089]","(0.0461, 0.051]","(0.0779, 0.0951]","(0.000884, 0.00744]","(0.000908, 0.00611]","(10.756, 11.844]","(240.333, 260.278]","(5.156, 6.294]","(32.0, 36.167]","(1.744, 2.033]","(0.0555, 0.061]","(0.125, 0.149]","(0.00193, 0.00578]","(0.00492, 0.00956]","(13.344, 14.322]","(300.167, 320.111]","(1.672, 3.144]","(36.722, 41.111]"
23:00 - 0:00,"(1.85, 2.022]","(0.0477, 0.0525]","(0.122, 0.138]","(0.000902, 0.00644]","(0.000889, 0.00717]","(13.256, 14.278]","(200.0, 220.0]","(2.172, 3.244]","(60.389, 65.333]","(0.311, 0.417]","(0.0232, 0.027]","(0.0239, 0.0328]","(0.000936, 0.00456]","(0.0232, 0.0302]","(11.433, 12.4]","(219.389, 239.333]","(4.933, 5.978]","(47.0, 51.222]","(0.644, 0.867]","(0.0412, 0.0461]","(0.0607, 0.0779]","(0.000884, 0.00744]","(0.000908, 0.00611]","(11.844, 12.933]","(300.167, 320.111]","(7.433, 8.572]","(61.167, 65.333]","(1.744, 2.033]","(0.0555, 0.061]","(0.172, 0.195]","(0.00578, 0.00956]","(0.00492, 0.00956]","(12.367, 13.344]","(140.611, 160.556]","(4.617, 6.089]","(54.278, 58.667]"
0:00 - 1:00,"(1.333, 1.506]","(0.0525, 0.0573]","(0.0891, 0.105]","(0.000902, 0.00644]","(0.000889, 0.00717]","(11.211, 12.233]","(160.0, 180.0]","(3.244, 4.317]","(45.556, 50.5]","(0.206, 0.311]","(0.0117, 0.0155]","(0.0149, 0.0239]","(0.000936, 0.00456]","(0.0302, 0.0373]","(10.467, 11.433]","(199.444, 219.389]","(11.2, 12.244]","(25.889, 30.111]","(0.644, 0.867]","(0.0412, 0.0461]","(0.0607, 0.0779]","(0.00744, 0.0139]","(0.000908, 0.00611]","(9.667, 10.756]","(260.278, 280.222]","(2.878, 4.017]","(40.333, 44.5]","(1.744, 2.033]","(0.05, 0.0555]","(0.172, 0.195]","(0.00578, 0.00956]","(0.00492, 0.00956]","(11.389, 12.367]","(220.389, 240.333]","(1.672, 3.144]","(36.722, 41.111]"
1:00 - 2:00,"(1.678, 1.85]","(0.0477, 0.0525]","(0.122, 0.138]","(0.000902, 0.00644]","(0.000889, 0.00717]","(10.189, 11.211]","(140.0, 160.0]","(2.172, 3.244]","(45.556, 50.5]","(0.206, 0.311]","(0.0155, 0.0193]","(0.0149, 0.0239]","(0.00456, 0.00811]","(0.0232, 0.0302]","(10.467, 11.433]","(199.444, 219.389]","(5.978, 7.022]","(30.111, 34.333]","(0.644, 0.867]","(0.0363, 0.0412]","(0.0434, 0.0607]","(0.0139, 0.0203]","(0.00611, 0.0112]","(8.578, 9.667]","(240.333, 260.278]","(2.878, 4.017]","(48.667, 52.833]","(1.456, 1.744]","(0.0445, 0.05]","(0.102, 0.125]","(0.00578, 0.00956]","(0.00492, 0.00956]","(10.411, 11.389]","(40.889, 60.833]","(3.144, 4.617]","(49.889, 54.278]"
2:00 - 3:00,"(1.333, 1.506]","(0.0428, 0.0477]","(0.0891, 0.105]","(0.000902, 0.00644]","(0.000889, 0.00717]","(10.189, 11.211]","(160.0, 180.0]","(2.172, 3.244]","(45.556, 50.5]","(0.206, 0.311]","(0.0117, 0.0155]","(0.00584, 0.0149]","(0.00456, 0.00811]","(0.0302, 0.0373]","(9.5, 10.467]","(159.556, 179.5]","(3.889, 4.933]","(34.333, 38.556]","(0.644, 0.867]","(0.0412, 0.0461]","(0.0607, 0.0779]","(0.00744, 0.0139]","(0.000908, 0.00611]","(8.578, 9.667]","(200.444, 220.389]","(2.878, 4.017]","(48.667, 52.833]","(0.878, 1.167]","(0.0445, 0.05]","(0.0556, 0.0788]","(0.00193, 0.00578]","(0.00492, 0.00956]","(9.433, 10.411]","(60.833, 80.778]","(4.617, 6.089]","(45.5, 49.889]"
3:00 - 4:00,"(0.989, 1.161]","(0.0428, 0.0477]","(0.0567, 0.0729]","(0.000902, 0.00644]","(0.000889, 0.00717]","(9.167, 10.189]","(180.0, 200.0]","(3.244, 4.317]","(50.5, 55.444]","(0.311, 0.417]","(0.0193, 0.0232]","(0.0149, 0.0239]","(0.000936, 0.00456]","(0.0161, 0.0232]","(8.533, 9.5]","(159.556, 179.5]","(2.844, 3.889]","(42.778, 47.0]","(0.196, 0.422]","(0.0314, 0.0363]","(0.0262, 0.0434]","(0.000884, 0.00744]","(0.00611, 0.0112]","(8.578, 9.667]","(140.611, 160.556]","(1.739, 2.878]","(44.5, 48.667]","(1.167, 1.456]","(0.0445, 0.05]","(0.0788, 0.102]","(0.00193, 0.00578]","(0.00492, 0.00956]","(9.433, 10.411]","(280.222, 300.167]","(0.174, 1.672]","(49.889, 54.278]"
4:00 - 5:00,"(0.989, 1.161]","(0.038, 0.0428]","(0.0567, 0.0729]","(0.000902, 0.00644]","(0.000889, 0.00717]","(9.167, 10.189]","(200.0, 220.0]","(3.244, 4.317]","(50.5, 55.444]","(0.522, 0.628]","(0.0308, 0.0347]","(0.0328, 0.0418]","(0.000936, 0.00456]","(0.00187, 0.00906]","(7.567, 8.533]","(239.333, 259.278]","(2.844, 3.889]","(51.222, 55.444]","(0.196, 0.422]","(0.0314, 0.0363]","(0.0262, 0.0434]","(0.000884, 0.00744]","(0.000908, 0.00611]","(7.489, 8.578]","(220.389, 240.333]","(1.739, 2.878]","(48.667, 52.833]","(1.456, 1.744]","(0.039, 0.0445]","(0.149, 0.172]","(0.00578, 0.00956]","(0.00492, 0.00956]","(8.456, 9.433]","(180.5, 200.444]","(1.672, 3.144]","(49.889, 54.278]"
5:00 - 6:00,"(0.989, 1.161]","(0.0332, 0.038]","(0.0567, 0.0729]","(0.000902, 0.00644]","(0.000889, 0.00717]","(8.144, 9.167]","(160.0, 180.0]","(4.317, 5.389]","(45.556, 50.5]","(0.417, 0.522]","(0.0193, 0.0232]","(0.0149, 0.0239]","(0.000936, 0.00456]","(0.0161, 0.0232]","(8.533, 9.5]","(199.444, 219.389]","(3.889, 4.933]","(51.222, 55.444]","(0.422, 0.644]","(0.0314, 0.0363]","(0.0607, 0.0779]","(0.000884, 0.00744]","(0.000908, 0.00611]","(7.489, 8.578]","(240.333, 260.278]","(1.739, 2.878]","(48.667, 52.833]","(1.167, 1.456]","(0.0335, 0.039]","(0.102, 0.125]","(0.00578, 0.00956]","(0.00492, 0.00956]","(8.456, 9.433]","(60.833, 80.778]","(3.144, 4.617]","(45.5, 49.889]"
6:00 - 7:00,"(1.333, 1.506]","(0.038, 0.0428]","(0.105, 0.122]","(0.000902, 0.00644]","(0.000889, 0.00717]","(8.144, 9.167]","(140.0, 160.0]","(3.244, 4.317]","(45.556, 50.5]","(0.522, 0.628]","(0.027, 0.0308]","(0.0418, 0.0507]","(0.000936, 0.00456]","(0.00187, 0.00906]","(7.567, 8.533]","(59.833, 79.778]","(2.844, 3.889]","(55.444, 59.667]","(0.867, 1.089]","(0.0363, 0.0412]","(0.13, 0.147]","(0.000884, 0.00744]","(0.000908, 0.00611]","(7.489, 8.578]","(200.444, 220.389]","(1.739, 2.878]","(48.667, 52.833]","(1.456, 1.744]","(0.039, 0.0445]","(0.102, 0.125]","(0.00578, 0.00956]","(0.00492, 0.00956]","(7.478, 8.456]","(60.833, 80.778]","(3.144, 4.617]","(45.5, 49.889]"
7:00 - 8:00,"(2.194, 2.367]","(0.0428, 0.0477]","(0.219, 0.235]","(0.00644, 0.0119]","(0.000889, 0.00717]","(8.144, 9.167]","(40.0, 60.0]","(2.172, 3.244]","(50.5, 55.444]","(0.944, 1.05]","(0.0347, 0.0385]","(0.0776, 0.0865]","(0.000936, 0.00456]","(0.00187, 0.00906]","(7.567, 8.533]","(199.444, 219.389]","(1.781, 2.844]","(59.667, 63.889]","(1.311, 1.533]","(0.0412, 0.0461]","(0.181, 0.198]","(0.00744, 0.0139]","(0.000908, 0.00611]","(7.489, 8.578]","(280.222, 300.167]","(4.017, 5.156]","(52.833, 57.0]","(2.322, 2.611]","(0.039, 0.0445]","(0.242, 0.265]","(0.00578, 0.00956]","(0.00492, 0.00956]","(7.478, 8.456]","(20.944, 40.889]","(1.672, 3.144]","(45.5, 49.889]"
8:00 - 9:00,"(2.367, 2.539]","(0.0477, 0.0525]","(0.251, 0.268]","(0.00644, 0.0119]","(0.000889, 0.00717]","(9.167, 10.189]","(340.0, 360.0]","(3.244, 4.317]","(45.556, 50.5]","(1.367, 1.472]","(0.0385, 0.0423]","(0.113, 0.122]","(0.00456, 0.00811]","(0.00187, 0.00906]","(8.533, 9.5]","(319.111, 339.056]","(2.844, 3.889]","(55.444, 59.667]","(2.2, 2.422]","(0.0559, 0.0608]","(0.267, 0.285]","(0.0139, 0.0203]","(0.000908, 0.00611]","(8.578, 9.667]","(300.167, 320.111]","(5.156, 6.294]","(52.833, 57.0]","(2.9, 3.189]","(0.05, 0.0555]","(0.288, 0.312]","(0.00956, 0.0133]","(0.00492, 0.00956]","(9.433, 10.411]","(100.722, 120.667]","(3.144, 4.617]","(45.5, 49.889]"
9:00 - 10:00,"(2.367, 2.539]","(0.0622, 0.067]","(0.219, 0.235]","(0.00644, 0.0119]","(0.000889, 0.00717]","(10.189, 11.211]","(100.0, 120.0]","(4.317, 5.389]","(40.611, 45.556]","(1.472, 1.578]","(0.0538, 0.0577]","(0.158, 0.167]","(0.00456, 0.00811]","(0.00187, 0.00906]","(10.467, 11.433]","(39.889, 59.833]","(3.889, 4.933]","(47.0, 51.222]","(1.756, 1.978]","(0.0608, 0.0657]","(0.216, 0.233]","(0.00744, 0.0139]","(0.000908, 0.00611]","(10.756, 11.844]","(140.611, 160.556]","(2.878, 4.017]","(40.333, 44.5]","(2.322, 2.611]","(0.0555, 0.061]","(0.195, 0.218]","(0.00956, 0.0133]","(0.00492, 0.00956]","(10.411, 11.389]","(160.556, 180.5]","(1.672, 3.144]","(41.111, 45.5]"
10:00 - 11:00,"(2.367, 2.539]","(0.0863, 0.0912]","(0.203, 0.219]","(0.00644, 0.0119]","(0.00717, 0.0133]","(12.233, 13.256]","(160.0, 180.0]","(5.389, 6.461]","(40.611, 45.556]","(1.156, 1.261]","(0.0538, 0.0577]","(0.113, 0.122]","(0.00456, 0.00811]","(0.0161, 0.0232]","(12.4, 13.367]","(79.778, 99.722]","(2.844, 3.889]","(38.556, 42.778]","(1.533, 1.756]","(0.0754, 0.0803]","(0.181, 0.198]","(0.00744, 0.0139]","(0.0112, 0.0163]","(12.933, 14.022]","(120.667, 140.611]","(6.294, 7.433]","(32.0, 36.167]","(1.744, 2.033]","(0.061, 0.0665]","(0.149, 0.172]","(0.00956, 0.0133]","(0.0141, 0.0187]","(12.367, 13.344]","(200.444, 220.389]","(3.144, 4.617]","(32.333, 36.722]"
11:00 - 12:00,"(1.678, 1.85]","(0.0767, 0.0815]","(0.122, 0.138]","(0.00644, 0.0119]","(0.0318, 0.038]","(15.3, 16.322]","(120.0, 140.0]","(4.317, 5.389]","(35.667, 40.611]","(0.944, 1.05]","(0.0462, 0.05]","(0.0686, 0.0776]","(0.00811, 0.0117]","(0.0302, 0.0373]","(15.3, 16.267]","(39.889, 59.833]","(4.933, 5.978]","(34.333, 38.556]","(1.756, 1.978]","(0.0901, 0.095]","(0.164, 0.181]","(0.00744, 0.0139]","(0.0214, 0.0266]","(15.111, 16.2]","(60.833, 80.778]","(1.739, 2.878]","(27.833, 32.0]","(0.878, 1.167]","(0.0445, 0.05]","(0.0556, 0.0788]","(0.00956, 0.0133]","(0.0323, 0.0369]","(15.3, 16.278]","(80.778, 100.722]","(3.144, 4.617]","(32.333, 36.722]"
12:00 - 13:00,"(1.506, 1.678]","(0.0767, 0.0815]","(0.105, 0.122]","(0.00644, 0.0119]","(0.038, 0.0442]","(16.322, 17.344]","(340.0, 360.0]","(5.389, 6.461]","(30.722, 35.667]","(0.733, 0.839]","(0.0385, 0.0423]","(0.0507, 0.0597]","(0.00811, 0.0117]","(0.0443, 0.0514]","(17.233, 18.2]","(39.889, 59.833]","(5.978, 7.022]","(30.111, 34.333]","(1.089, 1.311]","(0.0706, 0.0754]","(0.0951, 0.112]","(0.00744, 0.0139]","(0.0368, 0.0419]","(17.289, 18.378]","(340.056, 360.0]","(4.017, 5.156]","(27.833, 32.0]","(0.878, 1.167]","(0.028, 0.0335]","(0.0323, 0.0556]","(0.00956, 0.0133]","(0.0506, 0.0551]","(17.256, 18.233]","(80.778, 100.722]","(4.617, 6.089]","(27.944, 32.333]"
13:00 - 14:00,"(0.989, 1.161]","(0.0525, 0.0573]","(0.0729, 0.0891]","(0.00644, 0.0119]","(0.0503, 0.0565]","(18.367, 19.389]","(40.0, 60.0]","(4.317, 5.389]","(25.778, 30.722]","(0.522, 0.628]","(0.027, 0.0308]","(0.0328, 0.0418]","(0.00456, 0.00811]","(0.0584, 0.0655]","(18.2, 19.167]","(59.833, 79.778]","(3.889, 4.933]","(25.889, 30.111]","(1.089, 1.311]","(0.0754, 0.0803]","(0.0951, 0.112]","(0.00744, 0.0139]","(0.047, 0.0521]","(18.378, 19.467]","(340.056, 360.0]","(2.878, 4.017]","(23.667, 27.833]","(0.878, 1.167]","(0.028, 0.0335]","(0.0323, 0.0556]","(0.00578, 0.00956]","(0.0597, 0.0642]","(19.211, 20.189]","(100.722, 120.667]","(4.617, 6.089]","(23.556, 27.944]"
14:00 - 15:00,"(0.817, 0.989]","(0.038, 0.0428]","(0.0404, 0.0567]","(0.000902, 0.00644]","(0.0565, 0.0627]","(19.389, 20.411]","(40.0, 60.0]","(4.317, 5.389]","(20.833, 25.778]","(0.522, 0.628]","(0.027, 0.0308]","(0.0328, 0.0418]","(0.00456, 0.00811]","(0.0726, 0.0796]","(19.167, 20.133]","(59.833, 79.778]","(3.889, 4.933]","(25.889, 30.111]","(1.089, 1.311]","(0.0608, 0.0657]","(0.0779, 0.0951]","(0.00744, 0.0139]","(0.0521, 0.0572]","(20.556, 21.644]","(40.889, 60.833]","(2.878, 4.017]","(19.5, 23.667]","(0.878, 1.167]","(0.028, 0.0335]","(0.0323, 0.0556]","(0.00578, 0.00956]","(0.0688, 0.0733]","(20.189, 21.167]","(140.611, 160.556]","(4.617, 6.089]","(14.778, 19.167]"
15:00 - 16:00,"(0.817, 0.989]","(0.0283, 0.0332]","(0.0242, 0.0404]","(0.000902, 0.00644]","(0.0688, 0.075]","(20.411, 21.433]","(40.0, 60.0]","(4.317, 5.389]","(15.889, 20.833]","(0.522, 0.628]","(0.027, 0.0308]","(0.0239, 0.0328]","(0.00456, 0.00811]","(0.0867, 0.0937]","(20.133, 21.1]","(119.667, 139.611]","(4.933, 5.978]","(25.889, 30.111]","(0.867, 1.089]","(0.0461, 0.051]","(0.0607, 0.0779]","(0.00744, 0.0139]","(0.0521, 0.0572]","(21.644, 22.733]","(80.778, 100.722]","(2.878, 4.017]","(15.333, 19.5]","(0.589, 0.878]","(0.028, 0.0335]","(0.0323, 0.0556]","(0.00578, 0.00956]","(0.0779, 0.0824]","(21.167, 22.144]","(120.667, 140.611]","(3.144, 4.617]","(14.778, 19.167]"
17:00 - 18:00,"(0.644, 0.817]","(0.0332, 0.038]","(0.0242, 0.0404]","(0.000902, 0.00644]","(0.0442, 0.0503]","(20.411, 21.433]","(100.0, 120.0]","(8.606, 9.678]","(25.778, 30.722]","(0.522, 0.628]","(0.027, 0.0308]","(0.0239, 0.0328]","(0.000936, 0.00456]","(0.0796, 0.0867]","(19.167, 20.133]","(139.611, 159.556]","(3.889, 4.933]","(25.889, 30.111]","(0.867, 1.089]","(0.0559, 0.0608]","(0.0607, 0.0779]","(0.000884, 0.00744]","(0.0419, 0.047]","(20.556, 21.644]","(0.641, 20.944]","(6.294, 7.433]","(15.333, 19.5]","(1.167, 1.456]","(0.0555, 0.061]","(0.0556, 0.0788]","(0.00578, 0.00956]","(0.046, 0.0506]","(20.189, 21.167]","(40.889, 60.833]","(7.561, 9.033]","(19.167, 23.556]"
18:00 - 19:00,"(0.817, 0.989]","(0.038, 0.0428]","(0.0404, 0.0567]","(0.000902, 0.00644]","(0.0257, 0.0318]","(18.367, 19.389]","(100.0, 120.0]","(10.75, 11.822]","(35.667, 40.611]","(0.417, 0.522]","(0.0308, 0.0347]","(0.0328, 0.0418]","(0.000936, 0.00456]","(0.0373, 0.0443]","(17.233, 18.2]","(119.667, 139.611]","(3.889, 4.933]","(34.333, 38.556]","(1.978, 2.2]","(0.0608, 0.0657]","(0.0779, 0.0951]","(0.000884, 0.00744]","(0.0163, 0.0214]","(18.378, 19.467]","(100.722, 120.667]","(7.433, 8.572]","(23.667, 27.833]","(0.878, 1.167]","(0.039, 0.0445]","(0.0556, 0.0788]","(0.00193, 0.00578]","(0.0232, 0.0278]","(18.233, 19.211]","(120.667, 140.611]","(7.561, 9.033]","(32.333, 36.722]"
